FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
0;undefined;Hubei;Mainland China;2020-03-06T14:23:04;undefined;undefined;67592;2931;42033;0;undefined
0;undefined;undefined;South Korea;2020-03-06T13:33:03;undefined;undefined;6593;42;135;0;undefined
0;undefined;undefined;Iran;2020-03-06T12:23:04;undefined;undefined;4747;124;913;0;undefined
0;undefined;undefined;Italy;2020-03-06T17:33:03;undefined;undefined;4636;197;523;0;undefined
0;undefined;Guangdong;Mainland China;2020-03-06T12:53:03;undefined;undefined;1352;7;1216;0;undefined
0;undefined;Henan;Mainland China;2020-03-06T12:43:03;undefined;undefined;1272;22;1244;0;undefined
0;undefined;Zhejiang;Mainland China;2020-03-06T10:23:03;undefined;undefined;1215;1;1147;0;undefined
0;undefined;Hunan;Mainland China;2020-03-06T11:03:10;undefined;undefined;1018;4;955;0;undefined
0;undefined;Anhui;Mainland China;2020-03-06T03:23:06;undefined;undefined;990;6;979;0;undefined
0;undefined;Jiangxi;Mainland China;2020-03-06T14:23:04;undefined;undefined;935;1;909;0;undefined
0;undefined;Shandong;Mainland China;2020-03-06T11:03:10;undefined;undefined;758;6;618;0;undefined
0;undefined;DiamondPrincess cruise ship;Others;2020-03-06T01:29:39;undefined;undefined;696;6;40;0;undefined
0;undefined;undefined;Germany;2020-03-06T17:53:03;undefined;undefined;670;0;17;0;undefined
0;undefined;undefined;France;2020-03-06T20:13:13;undefined;undefined;653;9;12;0;undefined
0;undefined;Jiangsu;Mainland China;2020-03-06T10:23:03;undefined;undefined;631;0;594;0;undefined
0;undefined;Chongqing;Mainland China;2020-03-06T11:03:10;undefined;undefined;576;6;513;0;undefined
0;undefined;Sichuan;Mainland China;2020-03-06T12:53:03;undefined;undefined;539;3;442;0;undefined
0;undefined;Heilongjiang;Mainland China;2020-03-06T14:23:04;undefined;undefined;481;13;396;0;undefined
0;undefined;Beijing;Mainland China;2020-03-06T12:53:03;undefined;undefined;422;8;299;0;undefined
0;undefined;undefined;Japan;2020-03-06T20:13:13;undefined;undefined;420;6;46;0;undefined
0;undefined;undefined;Spain;2020-03-06T20:13:13;undefined;undefined;400;5;2;0;undefined
0;undefined;Shanghai;Mainland China;2020-03-06T06:03:13;undefined;undefined;342;3;306;0;undefined
0;undefined;Hebei;Mainland China;2020-03-06T03:23:06;undefined;undefined;318;6;305;0;undefined
0;undefined;Fujian;Mainland China;2020-03-06T12:53:03;undefined;undefined;296;1;284;0;undefined
0;undefined;Guangxi;Mainland China;2020-03-06T00:33:02;undefined;undefined;252;2;217;0;undefined
0;undefined;Shaanxi;Mainland China;2020-03-06T10:23:03;undefined;undefined;245;1;226;0;undefined
0;undefined;undefined;Switzerland;2020-03-06T15:23:19;undefined;undefined;214;1;3;0;undefined
0;undefined;Yunnan;Mainland China;2020-03-06T03:23:06;undefined;undefined;174;2;170;0;undefined
0;undefined;Hainan;Mainland China;2020-03-05T06:13:10;undefined;undefined;168;6;158;0;undefined
0;undefined;undefined;UK;2020-03-06T15:33:03;undefined;undefined;163;2;8;0;undefined
0;undefined;Guizhou;Mainland China;2020-03-02T01:13:06;undefined;undefined;146;2;114;0;undefined
0;undefined;Tianjin;Mainland China;2020-03-05T03:33:27;undefined;undefined;136;3;128;0;undefined
0;undefined;Shanxi;Mainland China;2020-03-05T14:53:03;undefined;undefined;133;0;126;0;undefined
0;undefined;undefined;Singapore;2020-03-06T13:03:12;undefined;undefined;130;0;78;0;undefined
0;undefined;undefined;Netherlands;2020-03-06T13:23:06;undefined;undefined;128;1;0;0;undefined
0;undefined;Liaoning;Mainland China;2020-03-03T14:33:03;undefined;undefined;125;1;106;0;undefined
0;undefined;Gansu;Mainland China;2020-03-06T14:43:15;undefined;undefined;119;2;87;0;undefined
0;undefined;undefined;Belgium;2020-03-06T12:33:03;undefined;undefined;109;0;1;0;undefined
0;undefined;undefined;Norway;2020-03-06T16:33:04;undefined;undefined;108;0;0;0;undefined
0;undefined;HongKong;Hong Kong;2020-03-06T23:13:06;undefined;undefined;107;2;46;0;undefined
0;undefined;undefined;Sweden;2020-03-06T13:03:12;undefined;undefined;101;0;0;0;undefined
0;undefined;Jilin;Mainland China;2020-03-06T10:23:03;undefined;undefined;93;1;90;0;undefined
0;undefined;undefined;Malaysia;2020-03-06T12:33:03;undefined;undefined;83;0;22;0;undefined
0;undefined;Xinjiang;Mainland China;2020-03-06T05:53:03;undefined;undefined;76;3;71;0;undefined
0;undefined;InnerMongolia;Mainland China;2020-03-05T23:53:01;undefined;undefined;75;1;65;0;undefined
0;undefined;Ningxia;Mainland China;2020-03-06T12:53:03;undefined;undefined;75;0;71;0;undefined
0;undefined;undefined;Bahrain;2020-03-06T15:33:03;undefined;undefined;60;0;4;0;undefined
0;undefined;undefined;Kuwait;2020-03-05T13:43:04;undefined;undefined;58;0;0;0;undefined
0;undefined;"KingCounty, WA";US;2020-03-06T23:13:07;undefined;undefined;58;12;1;0;undefined
0;undefined;undefined;Austria;2020-03-06T16:33:04;undefined;undefined;55;0;0;0;undefined
0;undefined;undefined;Thailand;2020-03-06T08:33:03;undefined;undefined;48;1;31;0;undefined
0;undefined;undefined;Greece;2020-03-06T13:03:12;undefined;undefined;45;0;0;0;undefined
0;undefined;Taiwan;Taiwan;2020-03-06T12:43:03;undefined;undefined;45;1;12;0;undefined
0;undefined;UnassignedLocation (From Diamond Princess);US;2020-03-02T19:53:03;undefined;undefined;45;0;0;0;undefined
0;undefined;undefined;Iceland;2020-03-06T15:33:03;undefined;undefined;43;0;0;0;undefined
0;undefined;undefined;Iraq;2020-03-06T13:23:06;undefined;undefined;40;3;0;0;undefined
0;undefined;undefined;India;2020-03-06T13:03:12;undefined;undefined;31;0;3;0;undefined
