FIPS;Admin2;Province_State;Country_Region;Last_Update;Lat;Long_;Confirmed;Deaths;Recovered;Active;Combined_Key;
0;Unassigned;Hubei;China;2020-03-13T11:09:03;30.9756;0;67786;3062;51553;0;undefined
0;Unassigned;Guangdong;China;2020-03-13T11:09:03;23.3417;0;1356;8;1296;0;undefined
0;Unassigned;Henan;China;2020-03-11T08:13:09;33.882;0;1273;22;1249;0;undefined
0;Unassigned;Zhejiang;China;2020-03-12T01:33:02;29.1832;0;1215;1;1197;0;undefined
0;Unassigned;Hunan;China;2020-03-13T11:09:03;27.6104;0;1018;4;1005;0;undefined
0;Unassigned;Anhui;China;2020-03-11T02:18:14;31.8257;0;990;6;984;0;undefined
0;Unassigned;Jiangxi;China;2020-03-12T02:13:04;27.614;0;935;1;934;0;undefined
0;Unassigned;Shandong;China;2020-03-13T11:09:03;36.3427;0;760;7;739;0;undefined
0;Unassigned;Jiangsu;China;2020-03-13T11:09:03;32.9711;0;631;0;630;0;undefined
0;Unassigned;Chongqing;China;2020-03-13T23:13:12;30.0572;0;576;6;566;0;undefined
0;Unassigned;Sichuan;China;2020-03-13T11:09:03;30.6171;0;539;3;503;0;undefined
0;Unassigned;Heilongjiang;China;2020-03-13T11:09:03;47.862;0;482;13;446;0;undefined
0;Unassigned;Beijing;China;2020-03-13T11:09:03;40.1824;0;436;8;342;0;undefined
0;Unassigned;Shanghai;China;2020-03-13T11:09:03;31.202;0;346;3;324;0;undefined
0;Unassigned;Hebei;China;2020-03-13T11:09:03;38.0428;0;318;6;310;0;undefined
0;Unassigned;Fujian;China;2020-03-11T02:18:14;26.0789;0;296;1;295;0;undefined
0;Unassigned;Guangxi;China;2020-03-13T11:09:03;23.8298;0;252;2;243;0;undefined
0;Unassigned;Shaanxi;China;2020-03-12T01:33:02;35.1917;0;245;2;232;0;undefined
0;Unassigned;Yunnan;China;2020-03-11T02:18:14;24.974;0;174;2;170;0;undefined
0;Unassigned;Hainan;China;2020-03-12T03:53:02;19.1959;0;168;6;160;0;undefined
0;Unassigned;Guizhou;China;2020-03-13T11:09:03;26.8154;0;146;2;140;0;undefined
0;Unassigned;Tianjin;China;2020-03-12T01:53:03;39.3054;0;136;3;132;0;undefined
0;Unassigned;Hong Kong;China;2020-03-13T13:33:03;22.3;0;134;4;77;0;undefined
0;Unassigned;Shanxi;China;2020-03-13T11:09:03;37.5777;0;133;0;133;0;undefined
0;Unassigned;Gansu;China;2020-03-13T11:09:03;36.0611;0;127;2;88;0;undefined
0;Unassigned;Liaoning;China;2020-03-12T09:53:06;41.2956;0;125;1;112;0;undefined
0;Unassigned;Xinjiang;China;2020-03-11T02:18:14;41.1129;0;76;3;73;0;undefined
0;Unassigned;Inner Mongolia;China;2020-03-11T03:53:03;44.0935;0;75;1;71;0;undefined
0;Unassigned;Ningxia;China;2020-03-11T09:33:12;37.2692;0;75;0;72;0;undefined
0;Unassigned;Jilin;China;2020-03-13T11:09:03;43.6661;0;93;1;91;0;undefined
